token	type
goldenrod (#DD9C29)	color
darkorchid (#BD29DD)	color
mediumvioletred (#DD2976)	color
chocolate (#DD6629)	color
mediumseagreen (#29DD86)	color
dodgerblue (#29ACDD)	color
crimson (#DD2F29)	color
limegreen (#29DD50)	color
turquoise (#29E3DD)	color
magenta (#F929DD)	color
crimson (#DD1929)	color
mediumblue (#2919DD)	color
magenta (#DD29F9)	color
gold (#DDE329)	color
limegreen (#50DD29)	color
royalblue (#292FDD)	color
goldenrod (#DDAC29)	color
yellowgreen (#86DD29)	color
royalblue (#2966DD)	color
blueviolet (#7629DD)	color
deeppink (#DD29BD)	color
dodgerblue (#299CDD)	color
royalblue (#3F29DD)	color
magenta (#DD29F3)	color
greenyellow (#D3DD29)	color
limegreen (#29DD09)	color
mediumblue (#2929DD)	color
lightcoral (#DD7C7C)	color
khaki (#D4DD7C)	color
lightgreen (#7CDD90)	color
royalblue (#387CDD)	color
chocolate (#DD7C18)	color
indianred (#DD4C7C)	color
violet (#F47CDD)	color
peru (#DD7C5C)	color
mediumvioletred (#DD087C)	color
mediumaquamarine (#7CDDB0)	color
cornflowerblue (#7CA0DD)	color
burlywood (#DDC47C)	color
lightgreen (#7CDD6C)	color
skyblue (#7CE4DD)	color
mediumpurple (#807CDD)	color
mediumvioletred (#DD287C)	color
blueviolet (#7C28DD)	color
lightcoral (#DD7C80)	color
khaki (#DDE47C)	color
lightgreen (#6CDD7C)	color
skyblue (#7CC4DD)	color
darksalmon (#DDA07C)	color
lightgreen (#B0DD7C)	color
darkviolet (#7C08DD)	color
cornflowerblue (#5C7CDD)	color
violet (#DD7CF4)	color
slateblue (#7C4CDD)	color
dodgerblue (#187CDD)	color
peru (#DD7C38)	color
lightgreen (#90DD7C)	color
skyblue (#7CDDD4)	color
mediumpurple (#7C7CDD)	color
lightgray (#DDCFCF)	color
lightblue (#9FDDCF)	color
darkkhaki (#CFDD4D)	color
skyblue (#7ECFDD)	color
gainsboro (#DDCFF0)	color
beige (#DDFBCF)	color
turquoise (#2CCFDD)	color
goldenrod (#DDCF42)	color
plum (#DDAACF)	color
lightgray (#CFDDDA)	color
plum (#CF94DD)	color
orchid (#DD58CF)	color
khaki (#CFDD89)	color
gainsboro (#CFE5DD)	color
darkturquoise (#06CFDD)	color
mediumorchid (#DD37CF)	color
mediumorchid (#CF37DD)	color
gold (#DDCF06)	color
gainsboro (#DDE5CF)	color
skyblue (#89DDCF)	color
mediumorchid (#CF58DD)	color
plum (#DD94CF)	color
lightgray (#DADDCF)	color
plum (#CFAADD)	color
mediumturquoise (#42CFDD)	color
goldenrod (#DDCF2C)	color
gainsboro (#CFFBDD)	color
gainsboro (#F0CFDD)	color
burlywood (#DDCF7E)	color
mediumturquoise (#4DDDCF)	color
palegoldenrod (#CFDD9F)	color
lightgray (#CFCFDD)	color
crimson (#DD2222)	color
lawngreen (#6ADD22)	color
limegreen (#22DD0A)	color
darkorchid (#C322DD)	color
mediumorchid (#DD22C9)	color
goldenrod (#DDAB22)	color
blueviolet (#6422DD)	color
crimson (#DD2228)	color
chocolate (#DD4C22)	color
lime (#22DD05)	color
dodgerblue (#2287DD)	color
yellow (#DDEC22)	color
lightseagreen (#22DDA5)	color
turquoise (#22E7DD)	color
blueviolet (#8D22DD)	color
chocolate (#DD4622)	color
royalblue (#2246DD)	color
mediumvioletred (#DD228D)	color
gold (#DDE722)	color
yellowgreen (#A5DD22)	color
turquoise (#22ECDD)	color
goldenrod (#DD8722)	color
lime (#05DD22)	color
royalblue (#224CDD)	color
mediumblue (#2822DD)	color
mediumvioletred (#DD2264)	color
dodgerblue (#22ABDD)	color
darkorchid (#C922DD)	color
deeppink (#DD22C3)	color
limegreen (#0ADD22)	color
mediumseagreen (#22DD6A)	color
mediumblue (#2222DD)	color
lightcoral (#DD7575)	color
mediumseagreen (#34DD75)	color
mediumaquamarine (#75DDC8)	color
dodgerblue (#0975DD)	color
palevioletred (#DD75A1)	color
indianred (#DD5B75)	color
mediumpurple (#9C75DD)	color
chocolate (#DD750E)	color
khaki (#DDEE75)	color
yellowgreen (#75DD2F)	color
mediumslateblue (#757BDD)	color
lightcoral (#DD8175)	color
mediumaquamarine (#75DDC2)	color
aquamarine (#75E8DD)	color
dodgerblue (#1475DD)	color
indianred (#DD5575)	color
slateblue (#7555DD)	color
chocolate (#DD7514)	color
khaki (#DDE875)	color
darkkhaki (#C2DD75)	color
cornflowerblue (#7581DD)	color
lightcoral (#DD7B75)	color
mediumseagreen (#2FDD75)	color
aquamarine (#75EEDD)	color
dodgerblue (#0E75DD)	color
palevioletred (#DD759C)	color
slateblue (#755BDD)	color
mediumpurple (#A175DD)	color
chocolate (#DD7509)	color
darkkhaki (#C8DD75)	color
yellowgreen (#75DD34)	color
mediumslateblue (#7575DD)	color
lightgray (#DDC8C8)	color
bisque (#FFDDC8)	color
khaki (#C8DD85)	color
mediumturquoise (#4EC8DD)	color
burlywood (#DDC87A)	color
deeppink (#DD0AC8)	color
thistle (#D3C8DD)	color
thistle (#DDC8F4)	color
plum (#DD90C8)	color
darkkhaki (#C8DD59)	color
orchid (#C86FDD)	color
deeppink (#DD15C8)	color
lightgray (#C8DDDE)	color
gainsboro (#C8E9DD)	color
lightsteelblue (#9BC8DD)	color
orchid (#DD64C8)	color
orchid (#C864DD)	color
burlywood (#DDC89B)	color
gainsboro (#DDE9C8)	color
lightgray (#DEDDC8)	color
darkviolet (#C815DD)	color
orchid (#DD6FC8)	color
mediumturquoise (#59DDC8)	color
plum (#C890DD)	color
pink (#F4C8DD)	color
thistle (#DDC8D3)	color
darkviolet (#C80ADD)	color
skyblue (#7AC8DD)	color
sandybrown (#DDC84E)	color
aquamarine (#85DDC8)	color
lavender (#C8DDFF)	color
lightgray (#C8C8DD)	color
crimson (#DD1B1B)	color
greenyellow (#CADD1B)	color
limegreen (#1BDD42)	color
blueviolet (#931BDD)	color
crimson (#DD1B52)	color
goldenrod (#DDBA1B)	color
mediumblue (#0B1BDD)	color
magenta (#DD1BDA)	color
crimson (#DD321B)	color
springgreen (#1BDD83)	color
royalblue (#1B63DD)	color
goldenrod (#DDAA1B)	color
deepskyblue (#1BDDFB)	color
turquoise (#1BEBDD)	color
mediumblue (#221BDD)	color
chocolate (#DD731B)	color
royalblue (#1B73DD)	color
crimson (#DD1B22)	color
yellow (#DDEB1B)	color
gold (#FBDD1B)	color
dodgerblue (#1BAADD)	color
chocolate (#DD631B)	color
yellowgreen (#83DD1B)	color
mediumblue (#1B32DD)	color
magenta (#DA1BDD)	color
red (#DD1B0B)	color
darkturquoise (#1BBADD)	color
blueviolet (#521BDD)	color
mediumvioletred (#DD1B93)	color
limegreen (#42DD1B)	color
darkturquoise (#1BDDCA)	color
mediumblue (#1B1BDD)	color
indianred (#DD6E6E)	color
lightgreen (#95DD6E)	color
lightskyblue (#6EDDFF)	color
orchid (#D96EDD)	color
chocolate (#DD6E2B)	color
indianred (#DD6A6E)	color
royalblue (#436EDD)	color
orchid (#DD6EC1)	color
burlywood (#DDD46E)	color
mediumaquamarine (#6EDDAD)	color
slateblue (#6E56DD)	color
indianred (#DD3E6E)	color
lawngreen (#6EDD18)	color
aquamarine (#6EECDD)	color
mediumpurple (#A86EDD)	color
darksalmon (#DD826E)	color
cornflowerblue (#6E82DD)	color
palevioletred (#DD6EA8)	color
khaki (#DDEC6E)	color
springgreen (#18DD6E)	color
slateblue (#6E3EDD)	color
indianred (#DD566E)	color
darkkhaki (#ADDD6E)	color
skyblue (#6ED4DD)	color
orchid (#C16EDD)	color
peru (#DD6E43)	color
mediumslateblue (#6E6ADD)	color
royalblue (#2B6EDD)	color
orchid (#DD6ED9)	color
khaki (#FFDD6E)	color
mediumaquamarine (#6EDD95)	color
mediumslateblue (#6E6EDD)	color
thistle (#DDC1C1)	color
mediumaquamarine (#60DDC1)	color
silver (#C1DDBD)	color
darkturquoise (#1EC1DD)	color
goldenrod (#DDC103)	color
deeppink (#DD19C1)	color
skyblue (#7BC1DD)	color
tan (#DDC1A7)	color
orchid (#DD76C1)	color
lightgray (#C1DDD7)	color
mediumorchid (#C14ADD)	color
lightgray (#DDD3C1)	color
greenyellow (#C1DD34)	color
powderblue (#C1EDDD)	color
mediumturquoise (#2FC1DD)	color
plum (#DD91C1)	color
plum (#C191DD)	color
goldenrod (#DDC12F)	color
palegoldenrod (#DDEDC1)	color
turquoise (#34DDC1)	color
lightgray (#C1D3DD)	color
mediumorchid (#DD4AC1)	color
lightgray (#D7DDC1)	color
orchid (#C176DD)	color
lightsteelblue (#A7C1DD)	color
burlywood (#DDC17B)	color
darkorchid (#C119DD)	color
darkturquoise (#03C1DD)	color
goldenrod (#DDC11E)	color
silver (#BDDDC1)	color
darkkhaki (#C1DD60)	color
lightsteelblue (#C1C1DD)	color
crimson (#DD1414)	color
limegreen (#2BDD14)	color
springgreen (#14DD7A)	color
blueviolet (#6414DD)	color
magenta (#DD14DC)	color
goldenrod (#DDC914)	color
darkviolet (#B314DD)	color
mediumvioletred (#DD148D)	color
crimson (#DD1814)	color
lime (#14DD02)	color
royalblue (#143EDD)	color
chocolate (#DD6714)	color
limegreen (#14DD51)	color
darkturquoise (#14EFDD)	color
darkviolet (#B614DD)	color
goldenrod (#DDA014)	color
dodgerblue (#14A0DD)	color
deeppink (#DD14B6)	color
yellow (#DDEF14)	color
limegreen (#51DD14)	color
royalblue (#1467DD)	color
orangered (#DD3E14)	color
lime (#02DD14)	color
mediumblue (#1418DD)	color
darkviolet (#8D14DD)	color
deeppink (#DD14B3)	color
darkturquoise (#14C9DD)	color
magenta (#DC14DD)	color
mediumvioletred (#DD1464)	color
lawngreen (#7ADD14)	color
limegreen (#14DD2B)	color
mediumblue (#1414DD)	color
indianred (#DD6767)	color
khaki (#F6DD67)	color
yellowgreen (#67DD37)	color
mediumpurple (#A967DD)	color
hotpink (#DD67B4)	color
salmon (#DD7967)	color
orchid (#EA67DD)	color
indianred (#DD6773)	color
burlywood (#DDBA67)	color
yellowgreen (#67DD2C)	color
blueviolet (#6731DD)	color
khaki (#DDFB67)	color
lightgreen (#67DD6D)	color
aquamarine (#67F0DD)	color
royalblue (#3D67DD)	color
sandybrown (#DDAF67)	color
cornflowerblue (#67AFDD)	color
chocolate (#DD673D)	color
khaki (#DDF067)	color
lightgreen (#6DDD67)	color
aquamarine (#67FBDD)	color
mediumvioletred (#DD3167)	color
mediumseagreen (#2CDD67)	color
skyblue (#67BADD)	color
mediumslateblue (#7367DD)	color
orchid (#DD67EA)	color
mediumslateblue (#6779DD)	color
mediumorchid (#B467DD)	color
palevioletred (#DD67A9)	color
mediumseagreen (#37DD67)	color
lightskyblue (#67DDF6)	color
slateblue (#6767DD)	color
silver (#DDBABA)	color
silver (#C1DDBA)	color
powderblue (#BADDF4)	color
thistle (#EEBADD)	color
burlywood (#DDBA8D)	color
deeppink (#DD28BA)	color
darkturquoise (#22BADD)	color
sandybrown (#DDBA59)	color
orchid (#DD5CBA)	color
darkkhaki (#BADD56)	color
darkorchid (#BA25DD)	color
plum (#DD90BA)	color
lightgreen (#BADD8A)	color
paleturquoise (#BAF1DD)	color
thistle (#C4BADD)	color
silver (#DDBEBA)	color
lightsteelblue (#BABEDD)	color
thistle (#DDBAC4)	color
palegoldenrod (#DDF1BA)	color
mediumaquamarine (#8ADDBA)	color
plum (#BA90DD)	color
deeppink (#DD25BA)	color
mediumturquoise (#56DDBA)	color
mediumorchid (#BA5CDD)	color
mediumturquoise (#59BADD)	color
goldenrod (#DDBA22)	color
darkorchid (#BA28DD)	color
skyblue (#8DBADD)	color
thistle (#DDBAEE)	color
wheat (#F4DDBA)	color
silver (#BADDC1)	color
lightsteelblue (#BABADD)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
whitesmoke (#EEEEEE)	color
crimson (#EE2020)	color
limegreen (#53EE20)	color
springgreen (#20EE58)	color
blue (#2620EE)	color
crimson (#EE204E)	color
chocolate (#EE5D20)	color
blue (#2B20EE)	color
crimson (#EE2049)	color
chocolate (#EE6220)	color
limegreen (#20EE30)	color
royalblue (#2044EE)	color
chocolate (#EE6720)	color
limegreen (#20EE35)	color
royalblue (#203FEE)	color
blueviolet (#6B20EE)	color
orangered (#EE3A20)	color
royalblue (#203AEE)	color
deeppink (#EE206B)	color
orangered (#EE3F20)	color
limegreen (#35EE20)	color
royalblue (#2067EE)	color
orangered (#EE4420)	color
limegreen (#30EE20)	color
royalblue (#2062EE)	color
blueviolet (#4920EE)	color
crimson (#EE202B)	color
royalblue (#205DEE)	color
blueviolet (#4E20EE)	color
crimson (#EE2026)	color
lawngreen (#58EE20)	color
limegreen (#20EE53)	color
blue (#2020EE)	color
tomato (#EE5252)	color
greenyellow (#B7EE52)	color
turquoise (#52EEC1)	color
slateblue (#5D52EE)	color
hotpink (#EE52AD)	color
sandybrown (#EECB52)	color
mediumslateblue (#6752EE)	color
hotpink (#EE52A3)	color
sandybrown (#EED552)	color
mediumseagreen (#52EE71)	color
cornflowerblue (#5299EE)	color
khaki (#EEDF52)	color
mediumaquamarine (#52EE7B)	color
cornflowerblue (#528FEE)	color
orchid (#E952EE)	color
coral (#EE8552)	color
cornflowerblue (#5285EE)	color
orchid (#EE52E9)	color
coral (#EE8F52)	color
yellowgreen (#7BEE52)	color
turquoise (#52DFEE)	color
sandybrown (#EE9952)	color
yellowgreen (#71EE52)	color
mediumturquoise (#52D5EE)	color
mediumorchid (#A352EE)	color
indianred (#EE5267)	color
mediumturquoise (#52CBEE)	color
mediumorchid (#AD52EE)	color
tomato (#EE525D)	color
greenyellow (#C1EE52)	color
turquoise (#52EEB7)	color
royalblue (#5252EE)	color
lightcoral (#EE8484)	color
springgreen (#1BEE84)	color
yellowgreen (#84EE2B)	color
mediumpurple (#9484EE)	color
darkorange (#EE840C)	color
deeppink (#EE3A84)	color
mediumpurple (#A384EE)	color
violet (#EE84FD)	color
palevioletred (#EE4984)	color
palegreen (#84EEB2)	color
aquamarine (#84EEEE)	color
palevioletred (#EE5884)	color
aquamarine (#84EEC1)	color
skyblue (#84DFEE)	color
cornflowerblue (#6784EE)	color
khaki (#EED084)	color
skyblue (#84D0EE)	color
salmon (#EE8467)	color
khaki (#EEDF84)	color
palegreen (#C1EE84)	color
mediumslateblue (#8458EE)	color
khaki (#EEEE84)	color
palegreen (#B2EE84)	color
mediumslateblue (#8449EE)	color
violet (#FD84EE)	color
palevioletred (#EE84A3)	color
blueviolet (#843AEE)	color
dodgerblue (#0C84EE)	color
lightcoral (#EE8494)	color
springgreen (#2BEE84)	color
lawngreen (#84EE1B)	color
mediumslateblue (#8484EE)	color
lightpink (#EEB6B6)	color
aquamarine (#80EEB6)	color
palegreen (#B6EE94)	color
thistle (#CBB6EE)	color
sandybrown (#EEB66C)	color
lightpink (#EEA8B6)	color
thistle (#DFB6EE)	color
sandybrown (#EEB658)	color
lightpink (#EEBCB6)	color
paleturquoise (#B6EEF3)	color
mediumorchid (#B643EE)	color
wheat (#EED0B6)	color
greenyellow (#B6EE07)	color
darkorchid (#B62FEE)	color
thistle (#E4B6EE)	color
deeppink (#EE1BB6)	color
blueviolet (#B61BEE)	color
thistle (#EEB6E4)	color
deeppink (#EE2FB6)	color
mediumspringgreen (#07EEB6)	color
lightblue (#B6D0EE)	color
hotpink (#EE43B6)	color
palegoldenrod (#F3EEB6)	color
lightsteelblue (#B6BCEE)	color
cornflowerblue (#58B6EE)	color
thistle (#EEB6DF)	color
lightsteelblue (#B6A8EE)	color
cornflowerblue (#6CB6EE)	color
pink (#EEB6CB)	color
palegreen (#94EEB6)	color
palegreen (#B6EE80)	color
lightsteelblue (#B6B6EE)	color
linen (#EEE8E8)	color
lavender (#E4EEE8)	color
lavender (#E8EEFD)	color
cyan (#02E8EE)	color
antiquewhite (#EEE8CB)	color
magenta (#EE16E8)	color
cyan (#1BE8EE)	color
palegoldenrod (#EEE8B2)	color
magenta (#EE30E8)	color
yellow (#E8EE34)	color
plum (#E899EE)	color
orchid (#EE49E8)	color
khaki (#E8EE4D)	color
violet (#E87FEE)	color
aquamarine (#62E8EE)	color
violet (#EE66E8)	color
violet (#E866EE)	color
khaki (#EEE862)	color
violet (#EE7FE8)	color
turquoise (#4DEEE8)	color
orchid (#E849EE)	color
plum (#EE99E8)	color
turquoise (#34EEE8)	color
magenta (#E830EE)	color
paleturquoise (#B2E8EE)	color
gold (#EEE81B)	color
magenta (#E816EE)	color
gainsboro (#CBE8EE)	color
gold (#EEE802)	color
linen (#FDEEE8)	color
beige (#E8EEE4)	color
lavender (#E8E8EE)	color
crimson (#EE1A1A)	color
limegreen (#48EE1A)	color
springgreen (#1AEE67)	color
blue (#391AEE)	color
crimson (#EE1A2A)	color
darkorange (#EE851A)	color
blueviolet (#571AEE)	color
red (#EE1A0C)	color
goldenrod (#EEA31A)	color
springgreen (#1AEE75)	color
cyan (#1AEEEE)	color
goldenrod (#EEC11A)	color
mediumspringgreen (#1AEE93)	color
deepskyblue (#1AD0EE)	color
magenta (#DF1AEE)	color
goldenrod (#EEB11A)	color
deepskyblue (#1AB1EE)	color
magenta (#EE1ADF)	color
gold (#EED01A)	color
chartreuse (#93EE1A)	color
deepskyblue (#1AC1EE)	color
yellow (#EEEE1A)	color
lawngreen (#75EE1A)	color
dodgerblue (#1AA3EE)	color
blue (#0C1AEE)	color
crimson (#EE1A57)	color
dodgerblue (#1A85EE)	color
blue (#2A1AEE)	color
crimson (#EE1A39)	color
lawngreen (#67EE1A)	color
limegreen (#1AEE48)	color
blue (#1A1AEE)	color
tomato (#EE4C4C)	color
greenyellow (#ADEE4C)	color
turquoise (#4CEED0)	color
mediumslateblue (#704CEE)	color
palevioletred (#EE4C8A)	color
khaki (#EEF34C)	color
blueviolet (#934CEE)	color
indianred (#EE4C66)	color
crimson (#EE164C)	color
turquoise (#4CEEB6)	color
royalblue (#4C43EE)	color
tomato (#EE3A4C)	color
turquoise (#4CEED9)	color
blueviolet (#4C20EE)	color
slateblue (#5D4CEE)	color
khaki (#EEFD4C)	color
turquoise (#4CFDEE)	color
tomato (#EE4C5D)	color
crimson (#EE204C)	color
greenyellow (#D9EE4C)	color
royalblue (#4C3AEE)	color
tomato (#EE434C)	color
greenyellow (#B6EE4C)	color
blueviolet (#4C16EE)	color
mediumslateblue (#664CEE)	color
palevioletred (#EE4C93)	color
turquoise (#4CF3EE)	color
mediumslateblue (#8A4CEE)	color
indianred (#EE4C70)	color
greenyellow (#D0EE4C)	color
turquoise (#4CEEAD)	color
royalblue (#4C4CEE)	color
lightcoral (#EE7E7E)	color
springgreen (#11EE7E)	color
yellowgreen (#7EEE39)	color
mediumpurple (#A77EEE)	color
violet (#EE7EE9)	color
lightcoral (#EE627E)	color
orchid (#CF7EEE)	color
hotpink (#EE7EC1)	color
lightcoral (#EE8A7E)	color
lightskyblue (#7EEEF7)	color
cornflowerblue (#7E98EE)	color
burlywood (#EEB27E)	color
lawngreen (#7EEE20)	color
mediumslateblue (#7E70EE)	color
violet (#DA7EEE)	color
palevioletred (#EE487E)	color
mediumslateblue (#7E48EE)	color
violet (#EE7EDA)	color
lightcoral (#EE707E)	color
springgreen (#20EE7E)	color
skyblue (#7EB2EE)	color
darksalmon (#EE987E)	color
khaki (#F7EE7E)	color
cornflowerblue (#7E8AEE)	color
orchid (#C17EEE)	color
orchid (#EE7ECF)	color
mediumslateblue (#7E62EE)	color
violet (#E97EEE)	color
hotpink (#EE7EA7)	color
springgreen (#39EE7E)	color
lawngreen (#7EEE11)	color
mediumslateblue (#7E7EEE)	color
lightpink (#EEB0B0)	color
mediumaquamarine (#75EEB0)	color
palegreen (#B0EEA3)	color
plum (#DEB0EE)	color
sandybrown (#EEB048)	color
wheat (#EED0B0)	color
deepskyblue (#0BB0EE)	color
goldenrod (#EEB01B)	color
palegoldenrod (#EEFDB0)	color
greenyellow (#B0EE38)	color
paleturquoise (#B0EEEE)	color
deeppink (#EE2BB0)	color
lightgreen (#B0EE66)	color
lightsteelblue (#B0C0EE)	color
cornflowerblue (#58B0EE)	color
lightpink (#EE93B0)	color
mediumpurple (#B093EE)	color
sandybrown (#EEB058)	color
lightpink (#EEC0B0)	color
mediumaquamarine (#66EEB0)	color
blueviolet (#B02BEE)	color
palegoldenrod (#EEEEB0)	color
turquoise (#38EEB0)	color
paleturquoise (#B0FDEE)	color
deepskyblue (#1BB0EE)	color
orange (#EEB00B)	color
lightblue (#B0D0EE)	color
cornflowerblue (#48B0EE)	color
plum (#EEB0DE)	color
palegreen (#A3EEB0)	color
lightgreen (#B0EE75)	color
lightsteelblue (#B0B0EE)	color
mistyrose (#EEE2E2)	color
gainsboro (#DAEEE2)	color
yellow (#E2EE0C)	color
cyan (#15E2EE)	color
palegoldenrod (#EEE2A7)	color
orchid (#EE3EE2)	color
turquoise (#47E2EE)	color
khaki (#EEE275)	color
violet (#EE71E2)	color
khaki (#E2EE79)	color
mediumorchid (#E243EE)	color
plum (#EEA3E2)	color
palegoldenrod (#E2EEAC)	color
magenta (#E210EE)	color
gainsboro (#D5E2EE)	color
mistyrose (#EEDEE2)	color
lavender (#E2DEEE)	color
antiquewhite (#EEE2D5)	color
magenta (#EE10E2)	color
paleturquoise (#ACEEE2)	color
plum (#E2A3EE)	color
orchid (#EE43E2)	color
aquamarine (#79EEE2)	color
violet (#E271EE)	color
skyblue (#75E2EE)	color
sandybrown (#EEE247)	color
mediumorchid (#E23EEE)	color
powderblue (#A7E2EE)	color
gold (#EEE215)	color
cyan (#0CEEE2)	color
gainsboro (#E2EEDA)	color
lavender (#E2E2EE)	color
red (#EE1414)	color
limegreen (#3EEE14)	color
springgreen (#14EE75)	color
blueviolet (#4C14EE)	color
red (#EE1407)	color
goldenrod (#EEAD14)	color
blueviolet (#8314EE)	color
magenta (#EE14CF)	color
gold (#EEE414)	color
mediumspringgreen (#14EEBB)	color
dodgerblue (#1498EE)	color
red (#EE1B14)	color
cyan (#14EEF2)	color
royalblue (#1461EE)	color
blueviolet (#5314EE)	color
orangered (#EE2914)	color
blue (#1429EE)	color
crimson (#EE1453)	color
chocolate (#EE6114)	color
yellow (#F2EE14)	color
blue (#141BEE)	color
goldenrod (#EE9814)	color
greenyellow (#BBEE14)	color
cyan (#14E4EE)	color
magenta (#CF14EE)	color
deeppink (#EE1483)	color
deepskyblue (#14ADEE)	color
blue (#0714EE)	color
crimson (#EE144C)	color
lawngreen (#75EE14)	color
limegreen (#14EE3E)	color
blue (#1414EE)	color
tomato (#EE4646)	color
greenyellow (#A2EE46)	color
turquoise (#46EEDF)	color
blueviolet (#8346EE)	color
indianred (#EE4666)	color
crimson (#EE1B46)	color
mediumorchid (#BF46EE)	color
tomato (#EE462A)	color
tomato (#EE5846)	color
turquoise (#46EEFC)	color
turquoise (#46EDEE)	color
coral (#EE9446)	color
limegreen (#46EE38)	color
cornflowerblue (#46B1EE)	color
mediumorchid (#D046EE)	color
coral (#EE7446)	color
royalblue (#4674EE)	color
orchid (#EE46D0)	color
sandybrown (#EEB146)	color
limegreen (#38EE46)	color
cornflowerblue (#4694EE)	color
khaki (#EEED46)	color
khaki (#FCEE46)	color
royalblue (#4658EE)	color
royalblue (#2A46EE)	color
hotpink (#EE46BF)	color
blueviolet (#461BEE)	color
slateblue (#6646EE)	color
palevioletred (#EE4683)	color
greenyellow (#DFEE46)	color
mediumaquamarine (#46EEA2)	color
royalblue (#4646EE)	color
lightcoral (#EE7878)	color
springgreen (#07EE78)	color
yellowgreen (#78EE48)	color
orchid (#BA78EE)	color
orchid (#EE78C5)	color
lightcoral (#EE8A78)	color
violet (#FB78EE)	color
lightcoral (#EE7884)	color
burlywood (#EECB78)	color
yellowgreen (#78EE3D)	color
blueviolet (#7842EE)	color
deeppink (#EE0C78)	color
lightgreen (#78EE7E)	color
darkviolet (#7801EE)	color
